id,platform,address,locality,city,centroid
34744,blinkit,"{""types"":[""establishment"",""point_of_interest""],""geometry"":{""location"":{""lat"":12.8900184,""lng"":77.6299581},""viewport"":{""northeast"":{""lat"":12.8913673802915,""lng"":77.6313070802915},""southwest"":{""lat"":12.8886694197085,""lng"":77.6286091197085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJiTsnYQAVrjsR8aXJpCTHK-A"",""plus_code"":{""global_code"":""7J4VVJRH+2X"",""compound_code"":""VJRH+2X Bengaluru, Karnataka, India""},""formatted_address"":""367, Mico Layout, Hongasandra, Bengaluru, Karnataka 560068, India"",""navigation_points"":[{""location"":{""latitude"":12.8900779,""longitude"":77.6299341},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""367"",""short_name"":""367""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Mico Layout"",""short_name"":""Mico Layout""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Hongasandra"",""short_name"":""Hongasandra""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560068"",""short_name"":""560068""}]}",Hongasandra,Bangalore,"12.89,77.63"
34752,blinkit,"{""types"":[""establishment"",""point_of_interest""],""geometry"":{""location"":{""lat"":12.8698117,""lng"":77.6597683},""viewport"":{""northeast"":{""lat"":12.8711606802915,""lng"":77.6611172802915},""southwest"":{""lat"":12.8684627197085,""lng"":77.65841931970849}},""location_type"":""ROOFTOP""},""place_id"":""ChIJ49jEXMptrjsR7MhX7oVb3_A"",""plus_code"":{""global_code"":""7J4VVM95+WW"",""compound_code"":""VM95+WW Bengaluru, Karnataka, India""},""formatted_address"":""3, Hosa Rd, Naganathapura, Rayasandra, Bengaluru, Karnataka 560100, India"",""navigation_points"":[{""location"":{""latitude"":12.8698104,""longitude"":77.6597671},""road_name"":""""}],""address_components"":[{""types"":[""street_number""],""long_name"":""3"",""short_name"":""3""},{""types"":[""route""],""long_name"":""Hosa Road"",""short_name"":""Hosa Rd""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Naganathapura"",""short_name"":""Naganathapura""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Rayasandra"",""short_name"":""Rayasandra""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560100"",""short_name"":""560100""}]}",Rayasandra,Bangalore,"12.87,77.66"
34754,blinkit,"{""types"":[""street_address""],""geometry"":{""location"":{""lat"":12.9901532,""lng"":77.71977489999999},""viewport"":{""northeast"":{""lat"":12.9915021802915,""lng"":77.7211238802915},""southwest"":{""lat"":12.9888042197085,""lng"":77.71842591970848}},""location_type"":""ROOFTOP""},""place_id"":""ChIJx4Uk4uURrjsRcs5E0bI5vOE"",""plus_code"":{""global_code"":""7J4VXPR9+3W"",""compound_code"":""XPR9+3W Bengaluru, Karnataka, India""},""formatted_address"":""Segal's Home, ITTINA AKKALA, C-1002, Basavanna Nagar, Krishnarajapuram, Bengaluru, Karnataka 560048, India"",""navigation_points"":[{""location"":{""latitude"":12.9901334,""longitude"":77.719836},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""Segal's Home"",""short_name"":""Segal's Home""},{""types"":[""premise""],""long_name"":""ITTINA AKKALA"",""short_name"":""ITTINA AKKALA""},{""types"":[""premise""],""long_name"":""C-1002"",""short_name"":""C-1002""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Basavanna Nagar"",""short_name"":""Basavanna Nagar""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Krishnarajapuram"",""short_name"":""K R Puram""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560048"",""short_name"":""560048""}]}",Basavanna Nagar,Bangalore,"12.99,77.72"
34756,blinkit,"{""types"":[""plus_code""],""geometry"":{""bounds"":{""northeast"":{""lat"":13.070125,""lng"":77.74012499999999},""southwest"":{""lat"":13.07,""lng"":77.74}},""location"":{""lat"":13.07,""lng"":77.74},""viewport"":{""northeast"":{""lat"":13.0714114802915,""lng"":77.7414114802915},""southwest"":{""lat"":13.0687135197085,""lng"":77.7387135197085}},""location_type"":""GEOMETRIC_CENTER""},""place_id"":""GhIJpXA9CtcjKkARj8L1KFxvU0A"",""plus_code"":{""global_code"":""7J5V3PCR+22"",""compound_code"":""3PCR+22 Bengaluru, Karnataka, India""},""formatted_address"":""3PCR+22 Bengaluru, Karnataka, India"",""address_components"":[{""types"":[""plus_code""],""long_name"":""3PCR+22"",""short_name"":""3PCR+22""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""}]}",Bengaluru,Bangalore,"13.07,77.74"
34766,blinkit,"{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":13.029803,""lng"":77.72022969999999},""southwest"":{""lat"":13.0296789,""lng"":77.72009589999999}},""location"":{""lat"":13.0297409,""lng"":77.7201628},""viewport"":{""northeast"":{""lat"":13.0310899302915,""lng"":77.7215117802915},""southwest"":{""lat"":13.0283919697085,""lng"":77.71881381970849}},""location_type"":""ROOFTOP""},""place_id"":""ChIJw5gA2EcQrjsRpXdqIXd00do"",""formatted_address"":""Karna Shree Layout, 1, Medahalli, Bengaluru, Karnataka 560049, India"",""navigation_points"":[{""location"":{""latitude"":13.029755,""longitude"":77.7201522},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""Karna Shree Layout"",""short_name"":""Karna Shree Layout""},{""types"":[""premise""],""long_name"":""1"",""short_name"":""1""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Medahalli"",""short_name"":""Medahalli""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560049"",""short_name"":""560049""}]}",Medahalli,Bangalore,"13.03,77.72"
34780,blinkit,"{""types"":[""street_address""],""geometry"":{""location"":{""lat"":13.029854,""lng"":77.6702261},""viewport"":{""northeast"":{""lat"":13.0312029802915,""lng"":77.6715750802915},""southwest"":{""lat"":13.0285050197085,""lng"":77.66887711970848}},""location_type"":""ROOFTOP""},""place_id"":""ChIJ64gCHo8RrjsRKhxGEZJysnc"",""plus_code"":{""global_code"":""7J5V2MHC+W3"",""compound_code"":""2MHC+W3 Bengaluru, Karnataka, India""},""formatted_address"":""Aikya, 5th Main Road, 29 Dr. Rajkumar Layout Kalkere, Riches Regal Layout, Horamavu, Bengaluru, Karnataka 560016, India"",""navigation_points"":[{""location"":{""latitude"":13.0298804,""longitude"":77.6700666},""road_name"":""""}],""address_components"":[{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Horamavu"",""short_name"":""Horamavu""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""Riches Regal Layout"",""short_name"":""Riches Regal Layout""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560016"",""short_name"":""560016""}]}",Horamavu,Bangalore,"13.03,77.67"
34835,blinkit,"{""types"":[""establishment"",""point_of_interest""],""geometry"":{""location"":{""lat"":12.9802013,""lng"":77.7397822},""viewport"":{""northeast"":{""lat"":12.9815502802915,""lng"":77.7411311802915},""southwest"":{""lat"":12.9788523197085,""lng"":77.7384332197085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJeR2lBvwRrjsRs4E4AJakGWY"",""formatted_address"":""XPJQ+3WM, Pattandur Agrahara, Whitefield, Bengaluru, Karnataka 560066, India"",""navigation_points"":[{""location"":{""latitude"":12.9801824,""longitude"":77.7397799},""road_name"":""""}],""address_components"":[{""types"":[""plus_code""],""long_name"":""XPJQ+3WM"",""short_name"":""XPJQ+3WM""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Pattandur Agrahara"",""short_name"":""Pattandur Agrahara""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Whitefield"",""short_name"":""Whitefield""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560066"",""short_name"":""560066""}]}",Pattandur Agrahara,Bangalore,"12.98,77.74"
34994,blinkit,"{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":12.9000334,""lng"":77.62014099999999},""southwest"":{""lat"":12.899887,""lng"":77.619958}},""location"":{""lat"":12.8999654,""lng"":77.62005429999999},""viewport"":{""northeast"":{""lat"":12.9013091802915,""lng"":77.62139848029149},""southwest"":{""lat"":12.8986112197085,""lng"":77.61870051970848}},""location_type"":""ROOFTOP""},""place_id"":""ChIJV_5HpcIUrjsRanLxPdU6kQ0"",""formatted_address"":""4, 6th B Cross Rd, Kaveri Nagar, Bommanahalli, Bengaluru, Karnataka 560032, India"",""navigation_points"":[{""location"":{""latitude"":12.9000045,""longitude"":77.6200584},""road_name"":""""}],""address_components"":[{""types"":[""street_number""],""long_name"":""4"",""short_name"":""4""},{""types"":[""route""],""long_name"":""6th B Cross Road"",""short_name"":""6th B Cross Rd""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Kaveri Nagar"",""short_name"":""Kaveri Nagar""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Bommanahalli"",""short_name"":""Bommanahalli""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560032"",""short_name"":""560032""}]}",Bommanahalli,Bangalore,"12.9,77.62"
35088,blinkit,"{""types"":[""street_address""],""geometry"":{""location"":{""lat"":12.9700648,""lng"":77.649952},""viewport"":{""northeast"":{""lat"":12.9714137802915,""lng"":77.65130098029151},""southwest"":{""lat"":12.9687158197085,""lng"":77.6486030197085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJE5dyd6oWrjsRndqO1ifX6GQ"",""plus_code"":{""global_code"":""7J4VXJCX+2X"",""compound_code"":""XJCX+2X Bengaluru, Karnataka, India""},""formatted_address"":""330, 8th Main Rd, Hal, HAL 3rd Stage, Puttappa layout, New Tippasandra, Bengaluru, Karnataka 560075, India"",""navigation_points"":[{""location"":{""latitude"":12.9700755,""longitude"":77.6499515},""road_name"":""""}],""address_components"":[{""types"":[""street_number""],""long_name"":""330"",""short_name"":""330""},{""types"":[""route""],""long_name"":""8th Main Road"",""short_name"":""8th Main Rd""},{""types"":[""neighborhood"",""political""],""long_name"":""Hal"",""short_name"":""Hal""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""HAL 3rd Stage"",""short_name"":""HAL 3rd Stage""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Puttappa layout"",""short_name"":""Puttappa layout""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""New Tippasandra"",""short_name"":""New Tippasandra""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560075"",""short_name"":""560075""}]}",New Tippasandra,Bangalore,"12.97,77.65"
35264,blinkit,"{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":13.0801192,""lng"":77.6502402},""southwest"":{""lat"":13.0799603,""lng"":77.6501414}},""location"":{""lat"":13.0800551,""lng"":77.65018959999999},""viewport"":{""northeast"":{""lat"":13.0813887302915,""lng"":77.6515397802915},""southwest"":{""lat"":13.0786907697085,""lng"":77.6488418197085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJZ43PV_QZrjsR11sRF_u_Yvg"",""formatted_address"":""3MJ2+23, Bengaluru, Chikkagubbi, Karnataka 560077, India"",""navigation_points"":[{""location"":{""latitude"":13.0800228,""longitude"":77.6501888},""road_name"":""""}],""address_components"":[{""types"":[""plus_code""],""long_name"":""3MJ2+23"",""short_name"":""3MJ2+23""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""locality"",""political""],""long_name"":""Chikkagubbi"",""short_name"":""Chikkagubbi""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560077"",""short_name"":""560077""}]}",Chikkagubbi,Bangalore,"13.08,77.65"
