id,platform,address,locality,city,centroid
30248,blinkit,"{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":12.8900544,""lng"":77.5700446},""southwest"":{""lat"":12.8899439,""lng"":77.5698683}},""location"":{""lat"":12.8899997,""lng"":77.5699551},""viewport"":{""northeast"":{""lat"":12.8913481302915,""lng"":77.5713054302915},""southwest"":{""lat"":12.8886501697085,""lng"":77.5686074697085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJ0eK5rVsVrjsRPzBcb4fDhyY"",""formatted_address"":""8, 13th Cross Rd, opp. Jss High School, Ganapathipura, Konanakunte, Bengaluru, Karnataka 560062, India"",""navigation_points"":[{""location"":{""latitude"":12.8900603,""longitude"":77.5699461},""road_name"":""""}],""address_components"":[{""types"":[""street_number""],""long_name"":""8"",""short_name"":""8""},{""types"":[""landmark"",""premise""],""long_name"":""Jss High School"",""short_name"":""Jss High School""},{""types"":[""route""],""long_name"":""13th Cross Road"",""short_name"":""13th Cross Rd""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Ganapathipura"",""short_name"":""Ganapathipura""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Konanakunte"",""short_name"":""Konanakunte""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560062"",""short_name"":""560062""}]}",Konanakunte,Bangalore,"12.89,77.57"
30377,blinkit,"{""types"":[""establishment"",""food"",""point_of_interest"",""store""],""geometry"":{""location"":{""lat"":12.9399365,""lng"":77.6199833},""viewport"":{""northeast"":{""lat"":12.9412854802915,""lng"":77.6213322802915},""southwest"":{""lat"":12.9385875197085,""lng"":77.61863431970849}},""location_type"":""ROOFTOP""},""place_id"":""ChIJD3tlyGkVrjsRlMr8_yuw9Cs"",""plus_code"":{""global_code"":""7J4VWJQ9+XX"",""compound_code"":""WJQ9+XX Bengaluru, Karnataka, India""},""formatted_address"":""Block-8, 6th Block, Koramangala, Bengaluru, Karnataka 560095, India"",""navigation_points"":[{""location"":{""latitude"":12.9399536,""longitude"":77.6199588},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""Block-8"",""short_name"":""Block-8""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""6th Block"",""short_name"":""6th Block""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Koramangala"",""short_name"":""Koramangala""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560095"",""short_name"":""560095""}]}",Koramangala,Bangalore,"12.94,77.62"
30378,blinkit,"{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":13.0200929,""lng"":77.66008080000002},""southwest"":{""lat"":13.0199013,""lng"":77.6599178}},""location"":{""lat"":13.0199978,""lng"":77.659998},""viewport"":{""northeast"":{""lat"":13.0213460802915,""lng"":77.66134828029152},""southwest"":{""lat"":13.0186481197085,""lng"":77.65865031970851}},""location_type"":""ROOFTOP""},""place_id"":""ChIJtTIko9YQrjsRMj5UxnnNgUg"",""formatted_address"":""1495, Kallumantapa, Horamavu, Bengaluru, Karnataka 560113, India"",""navigation_points"":[{""location"":{""latitude"":13.019991,""longitude"":77.6600137},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""1495"",""short_name"":""1495""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Kallumantapa"",""short_name"":""Kallumantapa""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Horamavu"",""short_name"":""Horamavu""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560113"",""short_name"":""560113""}]}",Horamavu,Bangalore,"13.02,77.66"
30558,blinkit,"{""types"":[""establishment"",""food"",""point_of_interest""],""geometry"":{""location"":{""lat"":13.0003059,""lng"":77.74020089999999},""viewport"":{""northeast"":{""lat"":13.0016548802915,""lng"":77.7415498802915},""southwest"":{""lat"":12.9989569197085,""lng"":77.7388519197085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJt_W0fxkRrjsR0TTjsEDI5HE"",""plus_code"":{""global_code"":""7J5V2P2R+43"",""compound_code"":""2P2R+43 Bengaluru, Karnataka, India""},""formatted_address"":""12, b block, Jai bheem nagar, Sadaramangala, Krishnarajapuram, Bengaluru, Karnataka 560067, India"",""navigation_points"":[{""location"":{""latitude"":13.0002512,""longitude"":77.7402051},""road_name"":""""}],""address_components"":[{""types"":[""subpremise""],""long_name"":""b block"",""short_name"":""b block""},{""types"":[""premise""],""long_name"":""Jai bheem nagar"",""short_name"":""Jai bheem nagar""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Sadaramangala"",""short_name"":""Sadaramangala""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Krishnarajapuram"",""short_name"":""K R Puram""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560067"",""short_name"":""560067""}]}",Sadaramangala,Bangalore,"13.0,77.74"
30559,blinkit,"{""types"":[""plus_code""],""geometry"":{""bounds"":{""northeast"":{""lat"":12.950125,""lng"":77.660125},""southwest"":{""lat"":12.95,""lng"":77.66000000000001}},""location"":{""lat"":12.95,""lng"":77.66000000000001},""viewport"":{""northeast"":{""lat"":12.9514114802915,""lng"":77.66141148029152},""southwest"":{""lat"":12.9487135197085,""lng"":77.6587135197085}},""location_type"":""GEOMETRIC_CENTER""},""place_id"":""GhIJZmZmZmbmKUARC9ejcD1qU0A"",""plus_code"":{""global_code"":""7J4VXM26+22"",""compound_code"":""XM26+22 Bengaluru, Karnataka, India""},""formatted_address"":""XM26+22 Bengaluru, Karnataka, India"",""address_components"":[{""types"":[""plus_code""],""long_name"":""XM26+22"",""short_name"":""XM26+22""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""}]}",Bengaluru Urban,Bangalore,"12.95,77.66"
30566,blinkit,"{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":13.0000528,""lng"":77.52002449999999},""southwest"":{""lat"":12.9998848,""lng"":77.5199198}},""location"":{""lat"":12.9999687,""lng"":77.51997209999999},""viewport"":{""northeast"":{""lat"":13.0013177802915,""lng"":77.52132113029151},""southwest"":{""lat"":12.9986198197085,""lng"":77.51862316970849}},""location_type"":""ROOFTOP""},""place_id"":""ChIJl7vis609rjsRtcMIxukSDBk"",""formatted_address"":""120, Chowdeshwari Nagar, Annapoorneshwari Nagar, Hegganahalli, Bengaluru, Karnataka 560091, India"",""navigation_points"":[{""location"":{""latitude"":12.9999075,""longitude"":77.5199629},""road_name"":""""}],""address_components"":[{""types"":[""premise""],""long_name"":""120"",""short_name"":""120""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""Chowdeshwari Nagar"",""short_name"":""Chowdeshwari Nagar""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Annapoorneshwari Nagar"",""short_name"":""Annapoorneshwari Nagar""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Hegganahalli"",""short_name"":""Hegganahalli""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560091"",""short_name"":""560091""}]}",Hegganahalli,Bangalore,"13.0,77.52"
30614,blinkit,"{""types"":[""establishment"",""point_of_interest""],""geometry"":{""location"":{""lat"":12.8894888,""lng"":77.6699667},""viewport"":{""northeast"":{""lat"":12.8908377802915,""lng"":77.67131568029151},""southwest"":{""lat"":12.8881398197085,""lng"":77.66861771970851}},""location_type"":""ROOFTOP""},""place_id"":""ChIJVYE2J2sTrjsR6pi_IGrG6Vw"",""formatted_address"":""VMQ9+QXW, KSRP Campus, Choodasandra, Bengaluru, Karnataka 560068, India"",""navigation_points"":[{""location"":{""latitude"":12.8894724,""longitude"":77.6699997},""road_name"":""""}],""address_components"":[{""types"":[""plus_code""],""long_name"":""VMQ9+QXW"",""short_name"":""VMQ9+QXW""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""KSRP Campus"",""short_name"":""KSRP Campus""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Choodasandra"",""short_name"":""Choodasandra""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560068"",""short_name"":""560068""}]}",Choodasandra,Bangalore,"12.89,77.67"
30622,blinkit,"{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":12.9900738,""lng"":77.6901314},""southwest"":{""lat"":12.9899483,""lng"":77.6899911}},""location"":{""lat"":12.9900177,""lng"":77.69006069999999},""viewport"":{""northeast"":{""lat"":12.9913600302915,""lng"":77.69141023029151},""southwest"":{""lat"":12.9886620697085,""lng"":77.6887122697085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJMYo6OHIRrjsRPH8UefE-vzc"",""formatted_address"":""62, 2nd Cross Rd, Saraswathi Nagar, B Narayanapura, Mahadevapura, Bengaluru, Karnataka 560048, India"",""navigation_points"":[{""location"":{""latitude"":12.9900172,""longitude"":77.6900622},""road_name"":""""}],""address_components"":[{""types"":[""street_number""],""long_name"":""62"",""short_name"":""62""},{""types"":[""route""],""long_name"":""2nd Cross Road"",""short_name"":""2nd Cross Rd""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""Saraswathi Nagar"",""short_name"":""Saraswathi Nagar""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""B Narayanapura"",""short_name"":""B Narayanapura""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Mahadevapura"",""short_name"":""Mahadevapura""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560048"",""short_name"":""560048""}]}",Mahadevapura,Bangalore,"12.99,77.69"
30632,blinkit,"{""types"":[""establishment"",""point_of_interest""],""geometry"":{""location"":{""lat"":12.9400225,""lng"":77.7200254},""viewport"":{""northeast"":{""lat"":12.9413714802915,""lng"":77.72137438029151},""southwest"":{""lat"":12.9386735197085,""lng"":77.7186764197085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJhcynBwATrjsRvI8RLyW9J2o"",""formatted_address"":""WPRC+222, Balagere, Bengaluru, Bellandur Amanikere, Karnataka 560087, India"",""navigation_points"":[{""location"":{""latitude"":12.9400454,""longitude"":77.720109},""road_name"":"""",""restricted_travel_modes"":[""DRIVE""]},{""location"":{""latitude"":12.9395811,""longitude"":77.7199217},""road_name"":"""",""restricted_travel_modes"":[""WALK""]}],""address_components"":[{""types"":[""plus_code""],""long_name"":""WPRC+222"",""short_name"":""WPRC+222""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Balagere"",""short_name"":""Balagere""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560087"",""short_name"":""560087""}]}",Balagere,Bangalore,"12.94,77.72"
30638,blinkit,"{""types"":[""premise"",""street_address""],""geometry"":{""bounds"":{""northeast"":{""lat"":12.8898767,""lng"":77.6200501},""southwest"":{""lat"":12.8898165,""lng"":77.6199518}},""location"":{""lat"":12.8898437,""lng"":77.6200045},""viewport"":{""northeast"":{""lat"":12.8911955802915,""lng"":77.6213499302915},""southwest"":{""lat"":12.8884976197085,""lng"":77.6186519697085}},""location_type"":""ROOFTOP""},""place_id"":""ChIJlz59WsUUrjsRqQSvPig8Xz0"",""formatted_address"":""20, 5th Cross Rd, opposite Bangalore Urban, Maruthi Layout, Royal Shelters, Maruthi Layout, Hongasandra, Bengaluru, Karnataka 560076, India"",""navigation_points"":[{""location"":{""latitude"":12.8898328,""longitude"":77.6201292},""road_name"":""""}],""address_components"":[{""types"":[""street_number""],""long_name"":""20"",""short_name"":""20""},{""types"":[""landmark""],""long_name"":""Bangalore Urban"",""short_name"":""Bangalore Urban""},{""types"":[""route""],""long_name"":""5th Cross Road"",""short_name"":""5th Cross Rd""},{""types"":[""neighborhood"",""political""],""long_name"":""Maruthi Layout"",""short_name"":""Maruthi Layout""},{""types"":[""political"",""sublocality"",""sublocality_level_3""],""long_name"":""Royal Shelters"",""short_name"":""Royal Shelters""},{""types"":[""political"",""sublocality"",""sublocality_level_2""],""long_name"":""Maruthi Layout"",""short_name"":""Maruthi Layout""},{""types"":[""political"",""sublocality"",""sublocality_level_1""],""long_name"":""Hongasandra"",""short_name"":""Hongasandra""},{""types"":[""locality"",""political""],""long_name"":""Bengaluru"",""short_name"":""Bengaluru""},{""types"":[""administrative_area_level_3"",""political""],""long_name"":""Bengaluru Urban"",""short_name"":""Bengaluru Urban""},{""types"":[""administrative_area_level_2"",""political""],""long_name"":""Bangalore Division"",""short_name"":""Bangalore Division""},{""types"":[""administrative_area_level_1"",""political""],""long_name"":""Karnataka"",""short_name"":""KA""},{""types"":[""country"",""political""],""long_name"":""India"",""short_name"":""IN""},{""types"":[""postal_code""],""long_name"":""560076"",""short_name"":""560076""}]}",Hongasandra,Bangalore,"12.89,77.62"
